iter	RMSE
335	0.0762929958
336	0.07621206935
337	0.07617349201
338	0.07612127276
339	0.0760450285
340	0.07595166661
341	0.07591270576
342	0.07584024346
343	0.07578362754
344	0.07570579021
345	0.0756699014
346	0.07557677764
347	0.07554754361
348	0.07547945661
349	0.0754350889
350	0.0753893209
351	0.07533265124
352	0.07528586365
353	0.07524681659
354	0.07519334956
355	0.07515789631
356	0.07507064593
357	0.07502928603
358	0.07497737873
359	0.0749342733
360	0.07488993177
361	0.07480975457
362	0.07476568706
363	0.0747223873
364	0.07467318282
365	0.07463199918
366	0.07456155142
367	0.07450747552
368	0.07442685368
369	0.07438151051
370	0.07433310628
371	0.0742753566
372	0.07420756324
373	0.07416546435
374	0.07413394506
375	0.07408094257
376	0.07406012942
377	0.07402563885
378	0.07395208466
379	0.07391569443
380	0.07388177141
381	0.07385620214
382	0.07377918716
383	0.07369617454
384	0.07363756439
385	0.07358446049
386	0.07353865759
387	0.07347188333
388	0.07341268566
389	0.07335808213
390	0.07330372595
391	0.07327678914
392	0.07324847362
393	0.07316735141
394	0.07313983672
395	0.07307208062
396	0.07302243704
397	0.07296241585
398	0.07291507292
399	0.0728916377
400	0.07283828462
401	0.07277459152
402	0.07272797432
403	0.07270588299
404	0.07269031385
405	0.07264398429
406	0.0725607046
407	0.07252431107
408	0.07249778221
409	0.07245707169
410	0.07243057661
411	0.07238838676
412	0.07235801513
413	0.07228802301
414	0.07222377669
415	0.07217253025
416	0.0721483251
417	0.07207296139
418	0.07202575692
419	0.07196691375
420	0.07193700235
421	0.07188114899
422	0.07183843554
423	0.07179824314
424	0.07175473718
425	0.07169920572
426	0.07168307912
427	0.07160922006
428	0.07158082113
429	0.07156387955
430	0.07153121519
431	0.07146263226
432	0.07142246011
433	0.0713667605
434	0.07134002186
435	0.07129388011
436	0.07124147875
437	0.07120689531
438	0.07116228985
439	0.07113280963
440	0.07109390273
441	0.07105035776
442	0.07102495035
443	0.07097511233
444	0.0709140126
445	0.07084052358
446	0.07078432159
447	0.07075015115
448	0.07070753024
449	0.07064138966
450	0.07060097241
451	0.07054270686
452	0.07051372089
453	0.070477406
454	0.07041733643
455	0.07037717255
456	0.07031139055
457	0.0702519548
458	0.0701907958
459	0.07015949468
460	0.07012033186
461	0.07005892155
462	0.07001737099
463	0.06997702374
464	0.06992346885
465	0.06986889515
466	0.06981656649
467	0.06974212303
468	0.06968914182
469	0.06965447816
470	0.06963811751
471	0.06960425894
472	0.06957228999
473	0.06951688954
474	0.06948204758
475	0.06944576816
476	0.0693875207
477	0.06934840618
478	0.06931128899
479	0.06928006136
480	0.069225857
481	0.06919250598
482	0.06914976019
483	0.06910426535
484	0.06906570855
485	0.06903449383
486	0.06900116584
487	0.06897328946
488	0.06891312403
489	0.06888127502
490	0.06884343848
491	0.06880980944
492	0.06877546706
493	0.06875914608
494	0.06869799037
495	0.06865915049
496	0.0686102986
497	0.06857956406
498	0.06853891701
499	0.0684994749
500	0.06845978828
501	0.06843132016
502	0.06839927243
503	0.06833355544
504	0.06831521689
505	0.06828579662
506	0.06825805289
507	0.06823623706
508	0.06817965654
509	0.06814081453
510	0.06810871108
511	0.06805125812
512	0.06800370466
513	0.0679904395
514	0.06796345273
515	0.06792819501
516	0.06789145163
517	0.06785425368
518	0.06780817143
519	0.06779025476
520	0.06772789979
521	0.06769522605
522	0.06765369102
523	0.06761865908
524	0.06760526327
525	0.06755807662
526	0.06750800924
527	0.0674550689
528	0.06742292895
529	0.06738071643
530	0.06733251242
531	0.06727604464
532	0.06724303137
533	0.067218829
534	0.06718934679
535	0.06713994457
536	0.06710409833
537	0.0670599578
538	0.06700792289
539	0.06697598974
540	0.06696472466
541	0.0669212416
542	0.06689341156
543	0.0668534108
544	0.06680633346
545	0.06677201906
546	0.06674364188
547	0.06673303797
548	0.06670400677
549	0.06667786316
550	0.06664599963
551	0.06660280487
552	0.06658317689
553	0.06653829893
554	0.06651356922
555	0.06647250057
556	0.06644221537
557	0.06638833413
558	0.06635783964
559	0.06630841538
560	0.06626127087
561	0.06623435665
562	0.06616713064
563	0.06612105693
564	0.06607958288
565	0.06605380673
566	0.06602425985
567	0.06598607633
568	0.06595293874
569	0.06591038394
570	0.0658715291
571	0.06579152183
572	0.06575556631
573	0.06573678446
574	0.06571204889
575	0.06567974822
576	0.06563101208
577	0.06560289732
578	0.06557298125
579	0.06554360867
580	0.06549200548
581	0.06548404882
582	0.06543961485
583	0.06540237254
584	0.06539179026
585	0.065363551
586	0.06532255959
587	0.06528957784
588	0.0652473723
589	0.0652225518
590	0.06519349896
591	0.06516906412
592	0.06512622329
593	0.0650928573
594	0.06507323844
595	0.0650423316
596	0.06502502989
597	0.06498729409
598	0.0649531776
599	0.06492245131
600	0.06489526472
601	0.06486087564
602	0.06479396032
603	0.06474890204
604	0.0647039188
605	0.06466478975
606	0.06464463196
607	0.06461986258
608	0.06459488569
609	0.06456394913
610	0.06452319552
611	0.06446747298
612	0.06442359293
613	0.06439535597
614	0.06435755952
615	0.06432358678
616	0.06429894867
617	0.06425660785
618	0.06421283094
619	0.06419234961
620	0.0641458956
621	0.06412145623
622	0.06408137886
623	0.06405051794
624	0.06402036797
625	0.06397564755
626	0.0639479113
627	0.06391338062
628	0.06387452699
629	0.06382280857
630	0.06379766223
631	0.06376016412
632	0.06374830702
633	0.06372243523
634	0.06370104506
635	0.06366588684
636	0.06363652822
637	0.06361361958
638	0.06357827924
639	0.06355026308
640	0.06354129637
641	0.06350362733
642	0.06347414533
643	0.06343347757
644	0.06339509919
645	0.06336761776
646	0.06333846633
647	0.06332996002
648	0.06330979909
649	0.06328231685
650	0.06325191622
651	0.06322399752
652	0.06319321922
653	0.06316945483
654	0.0631373777
655	0.06310614592
656	0.0630666191
657	0.06304475795
658	0.06300195391
659	0.06295643625
660	0.06291569464
661	0.06289063442
662	0.06288208916
663	0.06286900108
664	0.06284187291
665	0.06281595822
666	0.06277223629
667	0.06274912307
668	0.06271816001
669	0.06268583113
670	0.06264482807
671	0.06263229088
672	0.06259566013
673	0.06257280069
674	0.06254227995
675	0.06250092589
676	0.0624793821
677	0.06246566751
678	0.06243108191
679	0.06241464466
680	0.06237975588
681	0.06236031763
682	0.0623224841
683	0.06229256594
684	0.0622585003
685	0.06223000615
686	0.06219052747
687	0.0621814561
688	0.0621471556
689	0.06212541188
690	0.06209455298
691	0.06207316931
692	0.06204572661
693	0.06202039994
694	0.06199881632
695	0.06197547795
696	0.06196276879
697	0.06193752033
698	0.06191276017
699	0.06187855542
700	0.06185689233
701	0.06182476745
702	0.06179306336
703	0.061783898
704	0.06175906405
705	0.06173521686
706	0.06169619642
707	0.06166599933
708	0.06164330326
709	0.06162338282
710	0.06159340833
711	0.06155935919
712	0.06153324652
713	0.06149633023
714	0.06144984868
715	0.061398578
716	0.06137056084
717	0.06134822272
718	0.06132603521
719	0.0613018026
720	0.06127135956
721	0.06125532388
722	0.06122040527
723	0.0611794892
724	0.0611579368
725	0.0611343516
726	0.06110199844
727	0.0610868906
728	0.06105506452
729	0.06102533749
730	0.06099245959
731	0.06096899597
732	0.06093378347
733	0.06090999474
734	0.06087986649
735	0.06085624765
736	0.06082875694
737	0.06080585108
738	0.06078290973
739	0.06075227407
740	0.06073231669
741	0.06071262116
742	0.06068063005
743	0.06066385317
744	0.06063708682
745	0.06061050021
746	0.06059845377
747	0.06057846644
748	0.0605576324
749	0.06052339195
750	0.06049740567
751	0.0604834016
752	0.06044773601
753	0.0604141367
754	0.06039335261
755	0.06035442487
756	0.06033359851
757	0.06032322844
758	0.06029775053
759	0.06028513198
760	0.06025645864
761	0.06023119316
762	0.06021442099
763	0.06019021072
764	0.06017452555
765	0.06014895174
766	0.06014118537
767	0.06011173858
768	0.06009468008
769	0.06005044432
770	0.06001489989
771	0.05999325135
772	0.05996847867
773	0.0599333468
774	0.05990992189
775	0.0599026792
776	0.0598799444
777	0.05985579971
778	0.05983024523
779	0.05980204132
780	0.05978960832
781	0.05976387943
782	0.05973904329
783	0.05971373299
784	0.05969802791
785	0.05968358037
786	0.0596730674
787	0.05964969766
788	0.05963052106
789	0.05960684879
790	0.05957008247
791	0.05953463156
792	0.05951821517
793	0.05948069713
794	0.05945648901
795	0.05942752892
796	0.05940639196
797	0.05938462802
798	0.05934155316
799	0.05933087523
800	0.05929223027
801	0.05927455351
802	0.0592298651
803	0.05920619823
804	0.05917527215
805	0.05914863526
806	0.05912998847
807	0.05910307755
808	0.05908188201
809	0.05905409105
810	0.0590079014
811	0.05897494688
812	0.05894035333
813	0.05892500684
814	0.05891212815
815	0.05889541929
816	0.05887044639
817	0.05885420291
818	0.05882195979
819	0.0587967728
820	0.05877389386
821	0.05875936115
822	0.05875248514
823	0.05873974915
824	0.0587130545
825	0.05868709634
826	0.05866780313
827	0.05863457078
828	0.05861088962
829	0.05859686463
830	0.05858386635
831	0.05857416514
832	0.0585503688
833	0.05854276118
834	0.05851971799
835	0.05849657765
836	0.05847906501
837	0.05845826734
838	0.0584300848
839	0.05839972284
840	0.05838258644
841	0.05835689607
842	0.05832529898
843	0.05829998382
844	0.05826340981
845	0.05823455049
846	0.05820240391
847	0.0581625063
848	0.05813484898
849	0.05811185133
850	0.05809472752
851	0.05808057182
852	0.0580608831
853	0.05803855316
854	0.05801060512
855	0.05799255424
856	0.05796871007
857	0.05794665326
858	0.05792836639
859	0.05790041473
860	0.05786688925
861	0.05785926126
862	0.05783781166
863	0.05781588662
864	0.05778897159
865	0.05776242701
866	0.05773755669
867	0.05771234316
868	0.05769366651
869	0.05765983185
870	0.05764025059
871	0.05761500643
872	0.05759772283
873	0.05757601711
874	0.05755273041
875	0.05752160647
876	0.05750484224
877	0.05746404019
878	0.05744500041
879	0.05742201102
880	0.05740245327
881	0.05737608051
882	0.05734848328
883	0.05732227709
884	0.05730728158
885	0.0572808845
886	0.05724795912
887	0.05722685596
888	0.0572036843
889	0.05716889771
890	0.05714624124
891	0.05713127713
892	0.05710488895
893	0.05708510483
894	0.05705169451
895	0.05703511792
896	0.05700632674
897	0.05697765814
898	0.05696987151
899	0.05695341165
